100000 100000
S 13036 10516
S 4672 19526
S 28898 10896
A 5690 17013
H 29586 29928
S 3036 26073
H 5755 10295
A 9214 26267
A 2301 10607
H 27098 31006
S 31397 7499
S 412 25889
S 14486 30408
A 10769 24502
A 1283 32013
H 22567 22664
H 16368 1086
S 4977 7715
H 27774 27124
S 25042 21855
S 27367 26320
A 4198 5036
S 27149 19788
H 32152 23971
S 14420 7849
H 23663 4758
H 20164 17677
S 11926 22517
S 25254 28198
S 2872 8775
A 1016 18714
S 23810 15517
S 21844 10646
S 27618 12494
H 25983 32760
H 22379 477
S 23428 23347
A 5969 11483
H 5662 2743
S 4151 21367
S 29692 30559
H 4604 26550
S 19950 12414
A 21336 24960
H 30280 7459
H 6372 28560
H 31486 31057
H 28752 21094
A 7908 29996
S 10131 7243
H 27649 26698
A 5224 9279
S 2635 20327
S 8521 11419
H 27927 21813
S 20780 2388
A 20230 30488
A 23329 32160
H 10205 31853
S 2858 3053
S 18173 21811
A 15848 28255
H 4792 24821
S 19690 1374
S 24266 12846
H 23746 23005
A 23770 31582
H 14896 13393
H 9568 1282
A 5120 23708
S 30884 31687
S 8048 32342
A 12701 25029
S 5307 18618
S 20366 31721
A 10407 22930
S 10633 25616
S 3508 24679
H 6036 4357
S 4582 5184
H 16066 27067
H 7151 29703
S 10801 17878
H 2666 18718
H 29732 29149
H 397 11687
S 10673 6060
S 30266 23766
S 6333 23555
H 16106 13733
S 11067 10305
S 6743 90
S 9199 942
S 27127 7323
H 20508 8670
H 12955 16647
H 24294 29715
S 24536 13964
H 23126 10670
S 22268 18673
S 1852 12302
H 11456 21329
S 2152 31842
H 23808 10866
A 19046 22250
S 17932 68
A 4357 17503
H 29056 752
A 7538 19015
S 29343 16174
A 24096 29212
A 237 26272
S 22090 6139
S 32124 24174
S 26855 7441
H 29198 6485
S 26763 28139
S 3753 24171
S 25652 10152
S 22394 30723
H 31705 2518
H 17986 4155
A 19459 30644
S 15189 30612
H 3733 6736
S 30172 22931
H 21151 12970
H 6604 11375
S 14657 9340
S 5147 18929
A 13037 24128
S 7687 20244
S 19250 24077
S 18070 27912
S 961 12669
H 21918 4516
S 11388 14202
S 7658 1644
H 9527 25929
S 31835 11441
S 12570 4736
H 24604 8830
H 5616 7835
H 23606 12103
S 18781 24797
S 32052 10392
S 7675 27763
H 32141 24122
S 15254 10058
S 2582 23164
A 15393 21752
S 9123 11953
S 21254 8376
A 23970 27898
H 24610 20264
A 10226 20828
S 12293 32207
H 11279 9696
H 24473 9042
H 21046 14447
H 9585 31907
S 15492 11046
S 5876 10511
H 905 18961
S 20314 21688
S 5368 28506
H 7430 25619
H 23042 8644
A 13113 20202
A 14411 26440
A 7919 21039
A 22082 24412
S 22426 17267
H 21156 29933
H 614 13422
S 9313 27172
S 31122 32663
S 28684 13214
S 29509 5746
S 25376 21797
S 21855 17840
H 6475 4468
A 10325 12305
H 19823 2232
A 9436 27874
S 29442 25082
A 27483 32043
S 17316 15309
A 17754 22244
S 15113 22041
H 12386 10189
S 28559 2527
H 12049 14783
S 16395 1347
H 18506 8331
S 32698 12609
S 1482 7624
S 12126 29662
S 31376 282
S 32484 31914
A 11981 19419
S 21799 17138
A 4703 5420
S 954 9213
S 6152 10200
H 10926 29974
H 10967 9616
S 13527 12381
A 7297 13155
H 20222 29847
S 18077 24969
S 23806 12144
H 12798 13527
A 17857 18154
H 32419 621
S 2965 16882
H 19441 16010
S 6233 6484
S 21560 1410
H 32101 20861
S 8105 4679
A 4822 13634
H 29265 6164
S 18832 31127
S 13750 7432
H 10662 5982
S 27161 4570
A 3794 28668
H 29852 1779
H 4417 26668
S 14007 6538
A 7420 30765
H 4284 5016
S 22647 19841
S 5215 20410
S 22188 11833
H 3454 20072
S 11443 13710
A 7162 30363
S 18257 13513
A 15299 16247
H 14082 29851
S 10714 30766
S 10590 4721
S 24969 9333
H 31983 4726
S 27705 22064
S 22733 18998
H 30431 27114
A 928 20766
H 2448 31653
S 28119 31578
S 9228 24753
H 4401 22704
S 18112 28703
S 31729 5231
S 27898 27574
H 10320 13457
S 10299 22900
H 12553 26010
S 13800 8691
S 6681 3548
A 24531 25181
S 20738 7718
H 3407 8360
S 18995 20238
S 28103 1873
S 18796 333
H 26388 2521
S 299 7407
S 16650 26019
S 22919 24130
S 13551 27405
S 26895 20675
A 25301 26842
S 2682 6018
A 2074 2116
A 4174 24497
H 31088 29264
H 29647 17755
S 10302 18232
S 3791 23411
H 11837 22285
S 2098 16316
S 19354 14040
A 10575 30782
A 17157 20453
S 26219 6974
S 23668 28417
H 3839 17395
S 25222 14287
H 27288 25971
A 17535 30660
S 3421 31367
H 30780 13448
H 31662 11374
A 3395 4382
S 22098 9136
S 7022 9576
H 20785 7570
A 26592 28901
S 13453 26064
H 22908 29828
S 11570 18334
S 14749 347
H 18974 14886
A 9732 27495
A 18057 19449
S 24009 6139
H 13654 28210
A 8864 16837
S 24404 2874
S 13988 12974
S 14301 7784
S 6421 29490
S 17327 6394
A 9067 19830
S 15379 5656
S 28793 31582
H 11444 733
A 24509 29730
H 21676 16541
H 11475 20838
S 17333 14046
H 31818 2126
S 4742 6084
S 30281 3333
S 16824 5339
A 23746 30625
A 15231 19661
H 20013 30584
S 26419 30560
S 26364 24130
H 14162 7882
H 840 24212
H 18440 16311
A 20326 20891
A 25383 30172
H 29030 1573
S 10179 12590
H 11948 20305
A 1406 20881
S 22561 21384
S 25106 10155
S 19627 3203
H 8386 5143
H 21745 3979
S 7044 30062
H 19608 8513
A 10967 27638
H 19572 23172
S 13957 29733
H 9835 19535
A 5198 14758
S 20218 11951
H 18585 5428
S 6545 19226
A 9004 13579
S 17491 3276
S 3032 32069
A 506 1234
S 8603 6803
H 27356 12025
H 2218 30479
S 20352 28842
H 24049 10868
S 30151 24012
H 29635 18787
H 20449 12036
A 23805 24865
S 22186 17332
S 31840 15483
S 23261 28160
S 32318 29031
H 32331 23185
S 1730 23173
S 26858 14575
S 3959 19095
S 8361 20369
A 3819 14190
S 31800 29427
A 786 16240
H 18509 31052
H 12183 19435
H 13336 19649
S 3294 21030
H 17618 15395
S 2429 12238
H 14770 11930
H 25701 11862
H 16562 30933
S 1734 16262
S 29159 21127
S 27829 22789
H 2643 24930
S 14030 30966
A 2771 8322
S 24803 16230
S 23633 20516
S 15897 7034
H 26790 28878
H 5380 23714
S 12557 32042
H 5784 22327
H 22131 30655
H 272 2379
H 28021 11735
S 7196 6050
S 24058 8233
S 28148 25600
S 28437 15035
S 8474 13651
S 31587 18242
A 8440 16225
A 1969 18782
S 1953 6922
A 20145 24668
A 8531 16693
S 15925 19001
H 6807 10753
S 23236 6278
A 7898 29708
H 15806 14871
H 9019 26996
S 24727 4990
A 8940 27155
A 2091 31082
S 30423 19822
S 27932 21367
S 23711 26680
A 14227 22078
S 30916 8406
S 6989 29233
S 29641 30178
A 13566 19045
S 19619 24249
H 10631 13382
S 21353 10453
S 29176 18515
S 13529 1752
H 21106 11883
S 18992 5739
A 15490 26380
S 22859 14708
A 10033 26344
H 24327 21597
S 10493 22952
A 9817 29274
S 22221 12117
A 20972 22694
S 7929 3434
S 5153 6952
H 3807 12950
H 7031 11856
H 463 23946
S 5613 15593
H 24956 29464
A 14432 31148
S 14584 205
S 20989 14543
S 23653 13645
S 20894 899
S 30438 14865
S 14715 30797
S 15727 4709
H 5736 15830
S 8331 20905
A 9306 30905
S 28720 12109
H 7876 13214
S 19500 18684
S 10159 1024
S 16618 21484
A 11247 22052
S 25448 9309
A 555 17076
H 28859 24220
H 11284 2717
A 13443 26412
A 26287 26492
A 5893 20454
S 24014 25442
H 32503 7725
S 4690 3738
S 31771 27266
S 30238 27217
S 18236 5159
H 22422 12219
A 9102 22830
H 8056 28026
A 3264 32214
H 21880 29553
S 10614 24333
S 9303 17374
H 17824 8599
S 23029 29881
H 30883 13474
A 14808 23957
H 25943 7587
H 30994 28018
S 23174 14476
H 28822 24892
H 12393 29387
S 3928 7922
A 1252 30715
H 26568 676
S 29439 9669
S 27791 16846
A 23833 32534
H 7832 32441
A 11592 19507
A 2277 8894
S 29852 5533
H 32708 26800
A 10759 30971
S 13665 942
H 23697 29186
H 891 13428
S 15455 13030
A 9452 27586
S 67 23318
S 881 10833
H 12508 20859
H 4736 10668
H 9062 17263
S 7491 12257
A 15813 23581
S 30700 7408
S 19074 16416
A 4663 16146
S 32417 18275
A 12262 29529
A 11425 25531
S 14938 15690
S 18183 11447
S 19082 7046
S 6715 14731
H 30995 3235
H 22698 22578
H 27155 7862
H 1377 23822
S 12554 8522
A 18595 18613
A 9176 28115
H 5928 27057
S 12672 26861
S 8193 32331
S 8584 28093
S 32344 16078
S 9987 16977
S 910 12990
A 20184 32425
S 25429 21482
H 29068 27389
A 22647 28386
A 7758 31704
S 11597 6442
H 26842 8741
H 20141 31642
S 29975 11211
S 1187 8215
S 11021 11476
S 1601 24930
H 878 25446
H 16026 2195
A 10077 20870
H 11358 441
H 31743 29076
S 7748 28186
A 10237 20483
H 2881 14107
S 21112 13115
S 5805 20796
S 16867 14054
H 12270 16555
A 10833 11905
S 31299 14681
S 2553 32561
S 5308 29334
S 32510 13343
H 17289 2719
S 10289 7553
S 13090 12456
S 10628 27348
S 25340 19521
S 22980 16279
S 2240 3884
A 4632 32332
A 15940 23289
S 6035 18753
H 23472 13831
S 30510 4129
S 19614 17343
A 4741 9922
H 18958 25111
S 24032 24306
S 31880 17098
H 28562 21263
H 28869 8393
S 2670 19699
H 20142 8903
H 13951 26332
H 13723 8696
S 16630 3509
A 21012 30808
S 5018 22567
H 127 15373
S 19059 1846
A 28037 30159
S 17448 23188
S 28689 32340
H 31227 12844
S 8762 21291
S 12922 9115
H 21874 28059
S 11828 1421
S 13262 1619
H 20495 19510
S 846 18192
S 2839 14689
H 24929 18321
S 7655 10189
A 15398 25948
H 26601 27852
S 7179 7760
S 32553 15457
S 19425 9211
H 11638 31574
A 26243 29209
S 12792 18423
S 6293 23774
S 8334 3452
A 18960 23499
S 2705 32583
S 13970 23619
S 21701 12412
S 3247 13082
H 19624 29093
A 19375 26322
A 348 17253
S 5252 5194
H 16132 15919
S 19929 11772
H 17079 14139
A 9349 23083
S 21849 1591
H 26840 20112
H 22899 6364
H 24165 18519
H 3173 18674
A 5987 13726
S 10884 10607
S 13759 25003
S 21581 5218
H 15206 1936
S 29952 6306
H 16515 9987
A 9529 14208
S 16786 25989
S 25702 16872
H 4260 14905
H 6701 25006
S 7206 11504
S 11545 18183
A 770 8542
S 11818 23387
H 8444 3441
H 12573 4583
H 12180 9786
S 30597 17399
H 5846 4339
S 10512 18841
A 3586 26330
H 32134 281
H 32234 29190
S 3434 1702
S 26754 9560
H 1092 19182
A 23678 24490
S 15352 21145
A 16216 23687
S 27327 484
S 12760 29772
S 5525 16078
S 28275 28671
A 14743 30526
A 6346 16027
H 4139 7804
H 23453 22798
H 11755 9467
S 5369 18734
H 30954 12288
H 8962 736
S 3500 20426
H 26576 11257
S 25286 16748
A 16412 32697
A 20291 20784
S 15282 16637
S 32054 7247
S 14301 14960
H 680 25525
H 23372 11880
A 17606 20266
S 12318 24623
S 9893 3690
S 1052 7916
H 4684 22467
A 8264 32360
H 5811 19287
S 8257 17502
A 5276 10875
S 1856 4378
H 27412 22307
H 29573 147
S 30084 24022
H 21143 32069
H 10034 5636
S 1960 20599
H 28450 15666
S 25329 13227
S 21046 14825
H 25582 21870
S 25912 14072
H 22965 30664
H 21994 5605
S 23530 6382
S 14413 30851
S 7159 1810
A 16339 19167
S 396 26205
S 25672 11788
H 13986 7285
H 16522 14711
H 1640 22311
H 19820 3003
S 4073 3081
H 1370 25915
S 6217 27939
S 3477 21995
S 4590 29461
A 13578 18463
S 1269 22312
A 15796 29884
H 15028 14408
S 12638 15559
A 12610 15338
H 30600 24286
A 15682 22582
A 26783 31810
H 12121 10009
S 2974 26524
S 8216 14864
H 28434 16226
H 72 29884
S 10122 15398
S 1238 2215
A 2967 8290
H 19662 22218
A 7203 26726
S 1322 19363
H 30163 18047
S 8546 20745
S 5515 6518
H 20730 15615
S 26530 470
S 31108 18219
S 32654 27472
S 31186 5832
H 2205 6307
H 9799 31014
S 16254 8310
A 6031 21782
H 14336 2463
S 23582 2515
S 21083 15571
S 12876 10313
S 1426 15080
H 29670 27594
A 3648 19673
H 7564 5000
H 9216 4839
S 11061 20603
S 9045 17553
A 12457 29559
S 1401 4735
H 28641 30096
S 16919 6372
S 2172 26935
S 32394 23670
S 722 27779
S 29129 4133
S 15949 26019
H 2874 22056
S 32267 14458
S 17463 9445
H 16381 20679
S 4713 19817
A 2550 24170
H 1353 25692
S 13681 2468
A 17253 20410
A 17259 19951
S 27709 19131
H 8000 14882
S 27085 7855
H 26644 30040
A 2344 27319
H 6816 15189
H 21418 28063
H 30795 14762
A 10926 11346
S 30350 1524
H 9675 21646
S 2707 32405
A 12011 14336
S 1596 27414
A 9303 14945
S 27791 2660
A 6792 15127
S 23743 4399
S 26074 2076
S 14927 1297
H 5934 27745
S 24057 29001
H 15873 8178
A 11872 14376
A 2736 10117
S 20675 20614
H 16214 200
H 279 8413
S 16979 11192
S 24158 29141
H 27819 17816
H 25369 12394
H 23563 23572
H 11035 31731
S 17663 7633
A 22190 24366
H 18131 12353
A 20389 29769
S 11166 1283
S 12103 13059
S 19009 28013
A 18995 24415
H 7801 4044
A 1887 20684
S 3928 13696
S 26218 12327
S 22210 31234
S 25643 18861
H 7362 618
S 3512 15430
H 12235 25121
S 9117 28525
S 24398 31919
S 20164 3791
H 28704 24054
S 32058 20362
S 31403 31025
S 25701 30962
H 20706 21644
A 7231 13947
H 24165 10812
S 25650 24723
A 18774 24422
A 2204 28061
H 23329 20439
H 20792 14400
H 5389 1182
S 27589 3790
A 13332 29512
H 5086 18287
S 16742 17709
H 15795 18764
S 26825 31208
H 791 16123
S 8833 26427
H 30009 25808
H 13075 6953
A 21985 27338
H 18325 11416
H 30860 11750
S 30031 1508
H 15230 27190
A 4635 6613
A 7823 25363
S 5343 16615
H 20297 25196
H 10126 24139
H 26990 25113
H 31971 4798
S 28665 19141
S 3461 21836
S 3269 27452
H 17720 31936
S 2692 27415
H 6799 15883
S 10579 30841
A 5469 14773
S 15277 20673
A 2416 9389
H 11314 8879
H 15780 19878
H 8695 2284
H 27896 1588
H 31847 20990
S 18302 28189
H 8399 1798
A 10844 20850
S 25392 13536
A 22206 28907
H 244 29564
A 7634 26930
S 32652 5509
A 20045 22264
A 6697 24246
A 5028 17775
S 4363 10606
S 18074 27873
H 29213 5208
S 3652 777
A 9687 14156
S 29027 28080
S 31898 2742
S 8118 25504
S 30723 12058
H 9859 29724
A 10903 26860
S 16669 6864
S 1554 4216
S 19457 4094
A 10388 27438
S 13728 9110
S 13002 15178
A 3377 5177
H 6957 32341
S 10831 13360
A 1681 30779
S 11160 23138
H 2974 2315
S 4737 6409
H 31241 14728
A 4886 23190
H 27264 9264
S 3696 28903
S 769 17154
S 22517 30972
H 29137 8574
A 13908 14354
S 14811 19202
S 18232 26740
S 7642 20682
H 29241 16969
S 6476 31388
A 5215 8037
S 10077 16764
S 5613 13345
H 30543 5643
H 30205 5416
A 15436 27395
H 6665 27324
H 10164 17682
S 27195 5906
H 27140 28991
S 4372 31473
S 1512 9622
A 11405 13251
S 20503 5600
S 6497 20281
H 29190 1148
H 24143 17168
S 10908 28610
S 7017 23705
S 3358 22720
S 17870 12043
S 15623 1844
A 6352 29287
A 16580 23766
A 4732 5962
S 7823 32326
S 23349 7617
H 24028 25157
H 11631 20345
A 3351 18428
H 17766 9762
H 24228 15232
S 21023 1314
H 8540 15313
S 25252 20326
S 6146 22535
S 27488 6331
H 20576 16751
S 4170 19687
S 26127 28350
A 28829 30192
H 26134 4268
S 30532 30807
S 8163 21132
A 16214 30514
S 25933 16839
H 32295 27496
S 24225 19768
S 11483 8319
S 30945 10722
A 3769 27020
H 25541 7295
S 19530 15731
H 25120 16323
S 18097 18948
S 10925 28025
S 9414 11919
S 4218 1222
S 31825 16773
A 29030 29229
A 21497 29128
H 20077 11814
H 7618 19629
S 17592 28017
H 22731 12882
H 12206 2668
S 23632 4615
S 23412 20743
H 611 27566
S 11419 24374
S 13017 29801
H 19708 18933
S 16222 27633
S 5856 15149
A 10154 15711
S 28434 22308
S 18766 16727
S 21352 30784
S 16536 12500
S 26340 17980
S 26741 24327
A 1414 27173
A 1377 30209
H 14680 12990
S 19394 1319
H 5988 29970
S 11331 411
A 25442 26260
S 12555 14371
S 19371 2230
S 19677 27959
S 23761 8626
S 22924 21305
H 17523 15230
A 13638 26624
H 20064 26599
S 1696 584
S 11116 517
S 15724 11420
S 14076 259
H 31422 11993
A 16091 26445
H 13486 10331
S 7250 30510
S 15029 11373
A 2684 9850
S 17851 16289
S 21966 27733
H 2859 12297
S 26367 13189
S 27820 23445
S 26535 14593
H 26195 24319
H 29602 10050
A 11530 23392
S 15661 28020
H 26094 255
A 21082 28266
A 20653 26648
S 20049 4362
S 23939 8541
S 26680 8655
A 16496 25170
H 31860 15309
H 8418 11171
A 9665 11325
H 27114 15925
S 12916 26201
H 13014 20314
S 429 15188
S 9326 9150
H 5108 3058
H 22569 14100
A 3477 15373
S 27840 17364
H 18411 31458
H 19164 24252
H 25346 19531
H 22770 18614
S 10863 28440
H 2471 5410
A 16554 29133
S 12893 15300
S 29122 21246
S 32686 29889
S 31310 7153
H 15362 8811
S 4765 17050
S 134 24531
S 19658 1747
A 23635 25382
S 28603 11496
S 21607 19350
S 4668 11207
S 13864 11975
A 8361 12149
H 20657 26336
S 31983 16539
S 15781 10596
A 2111 23500
S 14501 26592
S 13193 4881
H 5070 20484
S 20402 14796
S 25180 3382
S 14963 31899
H 22024 13804
H 30621 15753
S 23562 7734
H 22153 27225
H 19652 30261
S 14157 24676
S 3449 30328
A 13647 21762
H 26017 13688
H 18956 9644
H 4543 26787
H 25761 18154
S 23487 6332
H 20735 19495
S 17730 1146
H 27676 17845
A 10853 23972
H 3243 20853
S 17389 3111
S 2508 18007
H 9686 32724
S 3526 4004
A 9414 21427
S 10390 15568
S 22127 6051
A 20755 26943
H 30532 3636
H 22040 10740
S 29189 24071
A 15247 30347
A 9487 28185
S 17944 16679
S 3965 444
H 1857 2970
H 24183 31283
S 12073 602
S 28844 14774
S 15039 25906
H 9048 3556
S 27806 1093
S 32368 16585
S 26975 9858
S 32188 30462
S 4531 27366
A 9878 21262
H 941 18452
S 8666 1485
H 23033 17977
H 28366 8632
S 6905 32040
H 24143 11366
A 8962 21816
A 20271 29397
S 31780 4943
H 22687 14638
A 23373 26901
H 32322 2828
S 11686 10314
S 20973 30892
H 4723 25781
H 2443 20061
S 7395 21028
S 28666 19091
S 5779 5232
S 23576 15963
H 1711 5518
A 18011 30218
A 19194 23047
A 22738 30752
S 26399 18042
A 7166 18750
S 9238 26854
S 6339 27088
S 31889 12026
S 10463 20522
S 29852 3739
S 7784 13968
S 10749 6233
A 11940 18438
S 30712 17301
S 1369 2472
S 17533 4730
A 22979 27051
H 17909 32
S 17052 3185
S 6170 5488
S 21037 11248
S 7084 4512
A 6582 8979
S 12249 22879
H 12248 20898
A 9649 27661
S 2263 30113
S 11526 146
H 22229 18301
S 14204 13230
S 8912 5857
H 14783 28636
S 3054 2324
H 7189 31513
S 31384 27936
A 25283 28979
A 3106 19038
H 27651 29034
A 20643 29842
H 25723 31881
S 31839 6271
S 5237 31938
S 7749 1858
H 14152 17133
S 11646 32215
S 31665 32002
S 26365 2699
S 26383 22498
A 28803 30032
H 28349 13001
S 7844 31537
A 514 5375
A 14563 30485
H 17484 1707
A 22237 28090
S 10928 5064
S 31803 14188
S 24811 11442
H 609 31848
A 6479 22987
S 12632 15791
H 2155 24601
S 28318 19047
S 6216 4861
S 11113 7849
H 10385 13127
S 29581 25656
S 18436 30293
S 19580 26395
S 2299 12297
S 30164 10589
H 13813 12457
S 25971 26708
S 3157 17427
H 5916 11077
A 4838 29129
S 3066 9790
A 13753 28349
H 12467 11641
S 5254 30682
S 24774 29867
S 11635 7401
H 29796 13063
H 20018 13556
A 16911 20449
S 964 7276
S 20374 17711
S 3331 27389
A 9807 15459
S 10551 22365
S 27811 24396
A 792 22983
A 6971 14848
S 15609 24297
A 11268 28282
H 20004 23400
S 9474 5665
H 2694 5192
H 17015 32690
H 9529 2777
S 31172 10575
S 5017 15099
H 9345 15379
S 14806 20690
H 21845 19458
S 2901 14151
A 2352 12645
H 6191 29412
H 24882 3761
H 11955 13553
A 3979 9074
S 4796 215
A 278 27843
S 9774 12858
S 5461 8076
S 1284 15429
H 29139 5312
S 23724 11037
S 26422 29229
S 31145 22135
S 8524 26334
S 30639 24775
H 8723 28388
A 8319 32695
A 29751 32074
H 23741 31062
S 30043 8912
S 15145 2454
S 31986 17108
A 28685 29654
H 10957 21799
S 31932 1975
A 20176 29874
S 30834 11384
S 11411 25823
A 18043 27896
A 16700 17377
H 21643 27924
H 31129 23451
S 5755 14391
H 28383 20999
H 27947 17889
S 9267 25048
S 23431 25939
S 23220 10215
H 4358 10867
A 87 14063
A 5613 8910
H 2329 24409
S 9629 3828
S 7094 23244
S 18300 12718
S 25707 12599
S 22891 422
H 24873 20424
S 6277 29163
S 24578 31843
S 17232 31896
A 10724 31289
H 29488 16894
S 15217 27673
S 6972 27560
H 21512 20014
H 17635 27110
H 25086 18807
H 30752 8888
A 5080 24063
H 49 24349
S 8800 17481
S 16145 16436
S 24624 12574
S 20769 22457
H 15031 16153
S 12222 14275
S 15341 27000
H 7360 31686
S 29904 27254
A 331 14867
S 29353 26880
S 6120 20706
A 15236 20121
S 2350 10283
A 3854 31013
S 338 15385
A 2500 27362
H 28545 14004
A 19550 31377
H 19162 13826
S 18006 24612
S 8264 14824
S 6158 20567
A 3353 15889
H 27832 19785
S 25134 22901
H 18847 10336
H 26632 21087
S 10849 16156
S 10042 16372
A 11456 19734
S 22618 19504
S 30201 13714
S 13822 20317
A 14753 27730
S 32634 2915
A 3700 22719
A 20483 24014
H 6041 32643
S 14398 32423
S 2383 15901
S 366 30332
S 17915 16672
H 18604 8220
H 19724 26905
S 1527 23289
S 1845 23375
H 26116 6449
S 13290 21214
S 28427 16551
A 15318 27177
H 2061 30909
S 21225 1381
S 30527 1660
A 3535 14657
A 6051 22367
S 8445 5564
S 12024 24311
S 31499 30036
H 17537 1561
H 31377 2454
H 28248 10850
H 12492 10418
S 3659 9003
S 15679 29715
H 14443 32073
S 15973 17358
A 12589 19678
S 30668 21969
S 31634 3898
H 2095 4370
H 17371 3183
S 27241 3123
A 3517 23342
S 4703 17486
A 3441 23189
A 21288 23535
H 28305 3990
S 28195 9059
H 26730 20589
S 17084 25309
S 8481 9273
S 9475 13359
A 13688 27155
H 30069 31998
A 8141 15245
S 15991 7098
H 12224 28999
H 27770 26826
H 32692 25061
A 6818 15300
H 11431 28173
H 17223 14015
S 2579 3131
A 9755 21187
A 23942 28379
S 32106 20518
A 22895 28847
A 2803 16939
S 22693 19214
S 18553 8487
S 13315 10046
H 678 7996
H 2413 10134
H 28246 12815
S 20332 3782
A 546 7498
S 12942 31554
A 15327 29606
S 27026 12858
S 20946 1911
A 12123 19782
S 7823 1049
H 25305 10785
S 19300 22580
S 11377 24061
H 25008 3014
S 17800 13908
S 12540 17115
H 27198 3914
S 26469 24011
A 3063 26233
S 17217 20962
S 26321 5939
A 2157 14652
S 2818 5048
H 27814 2914
S 31460 22714
S 16306 3617
S 16418 5190
H 8132 17919
S 13863 32510
H 5682 22936
A 1300 20207
S 8183 16154
H 1741 13971
S 28494 266
S 31295 1359
S 4151 24117
S 30812 8478
S 1343 25794
H 29077 13085
S 25655 20901
S 5552 24371
H 21146 29929
H 9549 24343
H 4035 28798
H 14929 19570
S 3924 10903
H 26634 22535
S 4182 3515
S 24310 18911
S 11768 22
H 2400 19173
S 11514 10413
S 11609 12930
S 21798 29817
A 21949 29455
H 2149 9893
S 26428 22079
A 4431 26205
S 10141 5832
S 24912 484
H 27835 5879
A 15022 20989
S 30189 3059
S 7449 6594
H 28115 990
S 19338 15996
S 3007 16656
S 30875 4126
S 4915 3870
S 8873 26221
S 21807 1655
A 24581 31565
S 10818 14765
H 28183 26535
H 28052 5074
S 2201 6565
A 8304 20843
A 1607 14872
A 1504 23275
S 11134 28531
S 22976 7551
S 24682 20229
H 8831 20583
H 30825 154
H 11925 5362
S 21439 9403
S 8925 24698
S 8527 3238
S 7356 31628
A 889 1330
S 24311 27372
S 6158 31858
H 30650 238
S 21415 4398
S 9878 8980
H 23301 27727
S 9303 15857
S 25920 9149
H 18436 21954
H 18417 9077
S 11115 11325
H 10910 1211
A 9344 14074
S 4362 9389
S 12263 29740
H 1085 681
H 21703 23820
S 12381 17471
A 5157 11488
H 25012 32687
H 17857 10517
S 30060 28441
H 23156 27298
S 8947 15854
A 4662 32753
S 2307 3905
S 3294 14205
S 13757 30474
A 5679 32505
H 861 14717
S 14396 21018
S 11112 2807
S 18760 18282
H 28791 4159
S 18044 20190
S 17108 20995
H 12929 13741
S 24242 2006
S 17457 30529
S 8873 24100
S 1831 6939
H 21423 30674
H 23899 881
S 16341 14211
H 3469 2416
A 9655 17254
H 7543 2599
S 11332 24648
A 2045 4988
S 25992 13542
H 16074 17096
H 18912 11175
A 9254 12000
S 1303 10183
A 5353 30143
H 7626 13354
H 971 18952
S 9795 24123
S 24204 14104
A 16346 32064
S 19113 21096
H 7814 15680
H 2708 18273
H 8789 3078
S 23976 9978
H 31490 27621
A 14013 15449
S 11757 852
S 16198 13047
A 20761 20849
H 6968 9801
S 28158 3850
S 13631 11476
S 21837 16590
S 14684 17330
A 10908 18693
A 9088 13695
A 21594 32059
S 7628 23318
H 355 3804
S 18510 21466
A 1073 27282
A 6939 15797
S 31316 21254
A 2168 17842
H 5496 18581
H 28921 26446
S 32041 3345
S 9255 30102
H 31646 19231
H 11767 21694
A 31437 32051
S 14982 22364
A 1731 15369
H 6299 11479
S 1398 4277
S 10032 18516
S 11303 4604
A 4739 12457
S 32426 18424
A 3626 18045
S 32562 16951
H 11077 9598
H 13685 19400
A 21093 27301
S 27205 1536
H 17350 16377
S 28904 15839
A 5996 11493
A 10718 22863
S 4028 10867
A 4284 8916
S 27346 32479
A 7864 26098
A 8767 25043
S 16072 29350
S 19963 11029
S 1414 5273
S 2682 19400
S 28999 6138
H 27420 22169
S 6287 1925
S 31094 30053
S 13134 28860
H 22311 27459
S 29707 28144
H 6955 14327
H 30213 5469
S 17655 11824
A 22810 23648
S 28355 24617
S 25283 30409
S 5567 15999
S 23028 26432
A 10800 13147
A 7603 27464
A 29359 30791
S 5132 8961
S 29937 28478
S 9781 1316
A 23528 30683
S 19945 31757
H 1569 8115
S 13262 23618
S 22690 14657
H 25120 17684
A 26341 29120
S 9972 15197
H 13467 4079
A 22586 25325
H 12613 5029
S 11868 6207
H 30402 29383
S 28812 6406
A 8709 13155
H 31253 1459
A 22613 32036
S 16983 7947
H 32538 567
A 2646 6456
A 8007 27158
S 18467 27609
H 13825 16807
A 6813 19440
A 16172 20131
S 30295 24997
S 465 29270
H 1453 550
S 15927 15728
S 14364 18279
A 14645 27768
H 7076 18499
S 14221 8855
S 28276 15244
H 18385 18001
A 23434 23492
S 3797 27577
H 19861 3036
S 9616 7756
H 1680 4612
A 13374 17705
S 13451 7849
S 26929 4956
S 27809 17718
A 5081 31026
S 23309 22841
S 16916 1943
S 9177 7664
H 23829 27850
S 29087 12148
S 25921 2320
A 6217 21495
S 23971 9807
H 4072 18640
H 14777 31988
H 28649 29261
H 26305 3946
S 3412 26237
H 20480 26855
S 32478 27256
H 28949 26074
S 8173 30412
H 28906 30368
S 18413 788
H 17649 15699
H 23926 485
A 3523 20389
S 17726 28059
S 7812 17151
S 31433 23465
H 11014 8190
S 30036 3955
H 7998 6458
